Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA
15,Female,Caucasian,Some College,12.11518979,27,Yes,Very High,No,Yes,Yes,No,1.364982521
16,Male,Caucasian,High School,19.25740988,0,No,Very High,No,No,No,No,3.524855823
15,Male,Other,Some College,11.78941606,5,No,Very High,Yes,No,Yes,No,3.056218177
15,Male,Other,High School,9.423451188,8,No,High,Yes,Yes,No,No,2.570682492
15,Female,Caucasian,High School,11.46803252,14,Yes,Moderate,No,No,No,Yes,2.134832886
15,Female,Asian,Some College,18.5580126,11,No,Moderate,No,Yes,No,Yes,2.301932108
17,Female,Caucasian,Bachelor's,16.56756291,2,Yes,Moderate,Yes,No,No,No,3.354368116
17,Female,African American,High School,6.459574667,10,No,High,No,No,Yes,No,2.252575524
15,Male,Asian,Some College,4.745087273,14,No,Moderate,No,No,No,No,2.059778342
16,Male,Other,Some College,5.252672247,2,No,Low,No,No,No,No,2.705024407
18,Male,Caucasian,High School,10.08842079,13,No,Low,No,No,No,No,1.820843734
16,Female,Asian,High School,14.88098902,1,No,High,No,No,Yes,No,3.260950491
16,Male,Caucasian,Bachelor's,10.06438414,28,No,High,Yes,No,No,No,0.741527556
16,Female,Other,Some College,1.355927917,3,Yes,Moderate,No,No,Yes,Yes,2.943750198
15,Female,Caucasian,Some College,14.47161401,25,No,Low,No,No,No,No,0.447482856
17,Male,African American,Some College,16.11940257,18,Yes,High,No,No,No,No,1.844059264
16,Male,African American,None,5.789957302,11,Yes,None,Yes,No,No,No,1.899197563
15,Male,African American,Some College,13.28251479,1,Yes,Moderate,No,No,No,No,3.378845727
16,Female,Caucasian,Some College,8.531838021,16,Yes,Moderate,No,No,No,Yes,1.666640098
16,Female,Other,Some College,17.78238711,2,No,Very High,No,No,No,No,3.309453585
15,Male,Caucasian,High School,16.90451116,9,No,Moderate,Yes,Yes,No,No,2.761823751
17,Male,African American,None,10.50863997,15,Yes,Moderate,No,No,No,Yes,2.042537979
17,Female,Caucasian,High School,13.83011092,21,Yes,High,No,Yes,No,No,1.487476937
18,Male,Caucasian,Higher,17.66699402,8,Yes,Moderate,No,Yes,No,Yes,2.873972282
15,Female,African American,Some College,9.914340202,10,No,Low,No,No,No,No,2.015949465
18,Female,Caucasian,Some College,6.26501481,20,No,Moderate,Yes,No,No,No,1.070296764
18,Male,Caucasian,None,15.07332276,14,No,Very High,Yes,No,No,No,2.605399264
18,Male,Caucasian,None,4.401325096,2,Yes,Moderate,No,No,Yes,Yes,3.363389119
17,Male,Caucasian,Some College,7.77062296,15,No,High,No,Yes,No,No,2.125090595
15,Male,Asian,Some College,17.31454474,29,No,Very High,No,Yes,No,No,1.05066898
18,Female,Asian,Some College,14.48844681,20,No,High,No,No,No,Yes,1.580050524
15,Female,Caucasian,High School,8.076220105,20,No,High,Yes,No,No,No,1.397062952
15,Female,Caucasian,Some College,4.294890048,20,No,High,No,Yes,No,No,1.165787162
17,Male,Caucasian,High School,7.119367817,27,Yes,Very High,No,Yes,No,No,0.962072486
18,Female,Caucasian,High School,5.682082985,11,Yes,Very High,Yes,No,No,No,2.310235179
18,Male,African American,Some College,3.521785759,22,No,Very High,No,No,No,No,0.935779341
15,Male,African American,High School,14.86665827,4,No,High,No,No,No,Yes,2.93800283
16,Male,Caucasian,High School,5.041397737,6,Yes,Moderate,Yes,No,No,Yes,2.767151338
17,Male,Caucasian,Some College,9.083349403,8,No,Low,Yes,Yes,No,No,3.026983311
17,Male,Caucasian,Some College,7.717188937,20,Yes,Moderate,Yes,Yes,No,No,1.536419479
17,Male,Asian,Bachelor's,19.64154757,17,No,Very High,Yes,Yes,Yes,No,2.495379497
17,Female,Other,Some College,7.821844883,20,No,High,No,No,No,No,1.61557166
18,Male,Caucasian,None,1.599649656,7,No,Moderate,No,Yes,No,No,2.210371328
18,Female,Caucasian,High School,1.796515051,11,Yes,Moderate,No,No,No,Yes,1.798015444
16,Female,Asian,Higher,11.81507443,19,No,Moderate,Yes,No,Yes,No,1.566288518
17,Male,Other,Some College,11.98727103,1,No,Moderate,No,No,No,No,2.921386757
17,Male,Caucasian,Some College,8.37517981,9,No,High,No,No,No,No,2.519724823
15,Male,Caucasian,None,8.636873846,18,No,Moderate,Yes,No,No,No,1.489207319
18,Female,Caucasian,Some College,1.078651657,8,No,Low,No,No,No,No,1.663637124
17,Male,African American,None,10.33093021,24,No,Moderate,No,No,No,No,0.773784206
16,Female,Caucasian,Some College,10.09478951,23,No,Low,No,Yes,No,No,0.891624046
16,Male,Caucasian,Bachelor's,2.990986371,7,No,Very High,No,No,No,No,2.215087049
18,Male,African American,Higher,2.076787722,23,No,Moderate,No,No,No,No,0.651515021
16,Female,Caucasian,Some College,2.471449812,23,No,Very High,No,No,No,No,0.974017417
16,Female,Asian,Some College,2.02056493,23,No,Low,No,Yes,No,No,0.341393542
18,Male,Caucasian,Bachelor's,12.19416391,0,No,Low,No,No,No,No,2.773483879
17,Female,Caucasian,Some College,3.929653048,5,No,High,No,No,No,No,2.497877304
17,Female,African American,None,5.028603044,11,No,High,No,Yes,No,Yes,2.076443746
16,Female,Caucasian,Some College,3.471442883,24,No,Moderate,No,No,Yes,No,0.773427636
16,Female,Other,High School,19.15670609,23,No,Low,No,No,Yes,No,0.988153077
17,Female,African American,Some College,17.09234926,18,No,None,No,Yes,No,No,1.37757284
18,Male,Caucasian,Some College,4.609896747,26,No,High,Yes,No,No,No,0.47659774
16,Male,Asian,Some College,6.551325878,16,No,Low,Yes,Yes,No,No,1.836242137
15,Female,Caucasian,High School,4.197856846,1,Yes,Moderate,No,No,No,No,2.924032115
18,Male,Other,High School,9.837519189,10,Yes,High,No,No,No,Yes,2.288768203
16,Male,Caucasian,Some College,0.392210649,17,No,None,No,No,No,No,0.822107889
16,Female,African American,Bachelor's,13.42736018,22,No,Low,Yes,Yes,No,No,1.467549103
15,Male,Caucasian,Some College,10.463163,27,Yes,None,Yes,No,No,No,0.654489821
15,Female,Caucasian,High School,17.97277857,21,Yes,Very High,No,No,Yes,No,1.826265078
17,Female,Asian,Bachelor's,3.287853687,10,No,Moderate,Yes,No,Yes,No,2.167614892
18,Male,Asian,Bachelor's,16.08218492,17,No,Very High,Yes,No,No,No,1.812581086
18,Female,Caucasian,High School,15.83922029,7,No,Low,No,Yes,No,No,3.010135528
17,Female,Caucasian,None,2.543623784,14,No,High,No,Yes,No,No,2.136653209
18,Female,Asian,Some College,7.971184483,8,No,Low,No,No,Yes,No,2.296814521
18,Female,Other,Bachelor's,3.403052823,14,No,Moderate,No,No,No,No,1.499666675
18,Female,Caucasian,Higher,5.094410009,6,Yes,High,No,No,No,No,2.527606694
18,Male,Caucasian,Bachelor's,5.264923497,19,No,High,Yes,No,No,No,1.378777262
18,Male,Caucasian,Some College,11.12472788,12,No,High,No,Yes,No,No,2.461977068
15,Female,Asian,Some College,8.228218635,12,No,High,No,No,No,Yes,2.142708088
18,Female,Caucasian,None,18.95465608,0,No,Low,Yes,No,Yes,No,3.478519715
15,Male,Caucasian,High School,2.527402839,19,No,Moderate,No,No,No,No,1.135969891
18,Female,Asian,Some College,19.4738427,3,No,Moderate,No,No,No,No,3.315632433
17,Male,Caucasian,Some College,4.612772804,23,No,High,No,No,Yes,No,0.94529904
16,Female,Caucasian,Some College,15.45747873,3,No,Low,No,Yes,Yes,No,3.36009771
15,Female,Caucasian,Some College,6.779398523,3,Yes,Very High,No,No,No,No,3.583447605
18,Female,Caucasian,High School,2.861627908,12,No,Moderate,Yes,No,No,Yes,2.268905392
17,Female,Caucasian,Some College,17.1577837,1,No,High,No,No,Yes,Yes,3.394649867
16,Female,African American,None,6.177217985,27,No,Low,No,Yes,No,No,0.423991948
15,Female,Caucasian,Some College,13.17710808,25,No,Moderate,No,No,No,No,0.835989766
16,Female,African American,Some College,11.3288737,22,No,High,Yes,No,No,No,1.286083735
17,Male,Asian,Some College,9.435126188,14,No,Moderate,Yes,No,No,No,2.131780854
15,Male,Asian,Higher,9.916389453,3,No,Very High,Yes,No,No,No,3.30866402
16,Male,Caucasian,High School,14.64475828,26,No,High,No,Yes,No,No,0.958776298
18,Female,Caucasian,Some College,1.755458282,5,Yes,Moderate,Yes,No,No,No,2.539771016
15,Female,Caucasian,High School,13.36361324,2,No,High,Yes,No,No,No,3.012897487
16,Female,Caucasian,Some College,17.91624203,6,No,High,Yes,No,Yes,No,3.167455277
17,Female,Caucasian,Bachelor's,1.15576394,5,No,High,No,No,No,Yes,1.904515902
17,Female,African American,Some College,2.813066785,2,Yes,Low,No,No,No,No,3.033291954
15,Female,Caucasian,Bachelor's,14.33263873,3,No,Moderate,No,Yes,Yes,No,3.457711726
16,Female,Caucasian,High School,8.745632965,9,No,High,No,No,No,No,2.450335443
15,Male,Caucasian,Bachelor's,8.070972416,29,Yes,High,Yes,Yes,No,No,1.164702428
15,Female,African American,None,2.739332691,20,No,Moderate,No,No,No,No,0.827082916
16,Male,Caucasian,Bachelor's,10.13540081,8,No,Low,No,Yes,No,No,2.398314479
16,Male,African American,High School,2.530906224,29,No,Moderate,No,No,No,No,0
18,Female,Caucasian,High School,9.532409126,5,Yes,None,No,No,No,No,2.757797931
16,Female,Asian,Some College,15.27230598,28,Yes,High,No,No,No,No,0.347836976
17,Male,Asian,Bachelor's,5.165287158,19,Yes,High,No,No,No,No,1.676727437
15,Male,Caucasian,None,9.615723364,26,Yes,Moderate,Yes,No,No,No,0.574278
15,Female,Caucasian,High School,19.84031939,10,Yes,High,No,Yes,Yes,Yes,3.10399438
17,Female,Caucasian,Bachelor's,13.73300847,6,No,Moderate,Yes,Yes,No,No,2.802073834
16,Male,Caucasian,High School,16.82713543,17,Yes,High,No,No,Yes,No,2.127589297
17,Female,African American,High School,8.296952131,3,No,Low,Yes,No,No,No,2.688349836
17,Female,Asian,Some College,15.35721846,4,No,Moderate,No,No,No,No,2.78376521
18,Female,African American,High School,0.810183459,3,No,High,No,Yes,Yes,No,3.133768039
17,Male,Asian,Bachelor's,2.458223651,3,No,Low,No,No,Yes,No,2.618699895
15,Male,Caucasian,Some College,4.061411858,26,Yes,Moderate,No,No,No,No,0.771677492
17,Male,Caucasian,Some College,8.039038492,12,No,Moderate,No,Yes,Yes,No,2.274842047
15,Female,Asian,Higher,16.91489757,15,No,Low,Yes,No,No,No,1.539619406
15,Female,Caucasian,Some College,6.925321016,24,No,Low,No,Yes,No,Yes,1.128068364
15,Male,African American,None,13.09242387,13,Yes,Low,No,No,No,No,1.595627367
16,Male,Caucasian,High School,14.1862859,10,No,Very High,Yes,Yes,Yes,No,3.138498873
18,Male,Caucasian,Some College,11.72364708,28,No,High,No,No,Yes,Yes,0.798886573
15,Female,Other,High School,7.144839363,1,No,Moderate,No,No,No,No,2.972883441
15,Male,Caucasian,Bachelor's,11.54106683,21,No,High,Yes,Yes,No,Yes,1.556218796
16,Male,Other,Some College,6.845311856,13,No,None,No,No,Yes,No,1.852671741
15,Female,Other,High School,1.677474771,23,No,Moderate,Yes,No,No,No,0.974968345
17,Female,Asian,Some College,19.85607956,23,Yes,Low,Yes,No,No,No,1.391431871
17,Female,African American,Some College,2.543649073,26,No,Low,Yes,No,No,No,0.236497222
18,Male,African American,Bachelor's,1.446967677,6,No,High,Yes,Yes,No,No,2.629933234
15,Female,Asian,Bachelor's,17.57061498,25,No,Low,No,No,No,Yes,0.529603259
16,Female,Caucasian,Some College,6.036693218,10,No,High,No,Yes,No,Yes,2.319119147
17,Male,Caucasian,Some College,13.00593948,3,No,Moderate,Yes,No,No,No,2.759021765
16,Female,African American,Some College,6.580114593,6,No,None,No,No,No,No,2.096065652
16,Male,Caucasian,Some College,7.829085416,28,No,High,No,Yes,No,No,0.745518983
17,Male,Caucasian,High School,5.24225944,15,Yes,Moderate,Yes,No,No,No,1.794667106
16,Female,Caucasian,High School,6.860880116,25,No,Moderate,No,Yes,No,No,0.701263713
17,Female,African American,Some College,8.214008012,5,No,Low,No,No,No,No,2.457901407
16,Female,Asian,High School,14.40832138,26,No,None,No,No,No,No,0.42913728
17,Female,Caucasian,None,10.23072388,5,No,Very High,No,No,Yes,No,3.016897868
15,Female,Other,Some College,18.87130434,1,No,Moderate,No,No,No,No,3.618272712
18,Female,African American,None,0.837607877,23,No,None,Yes,No,No,No,0.425813761
17,Male,Asian,Some College,10.06136645,7,Yes,High,Yes,No,No,No,2.735960967
17,Male,African American,Some College,11.68449578,29,No,Low,Yes,No,No,Yes,0.223430509
18,Female,Asian,Higher,18.40393972,26,No,Low,No,No,Yes,No,1.011746757
17,Male,Caucasian,Some College,0.983170472,6,Yes,Low,No,No,No,No,2.573440474
17,Female,Asian,None,11.4699917,26,No,Moderate,No,No,No,Yes,0.200145527
16,Male,Caucasian,Some College,17.07259857,24,Yes,None,No,No,No,No,0.802647806
18,Male,Asian,Bachelor's,4.838554562,23,No,Moderate,No,No,No,Yes,0.539645751
15,Male,Other,Higher,17.52584697,13,No,High,No,No,Yes,No,2.481595434
17,Female,Caucasian,Some College,0.380868185,8,No,Low,No,No,No,Yes,1.633811562
18,Male,Caucasian,High School,14.64909258,14,Yes,Moderate,No,No,No,No,2.401469995
16,Female,Asian,Bachelor's,18.66226442,24,Yes,Moderate,Yes,No,Yes,No,1.265891445
15,Male,Caucasian,High School,13.14395323,21,No,Moderate,No,Yes,No,No,1.266286344
18,Male,Asian,Some College,8.78058488,17,No,Very High,Yes,No,No,No,1.62246463
15,Male,Caucasian,Some College,0.897620329,11,No,Moderate,No,No,No,No,1.858296307
15,Male,Caucasian,None,18.40227627,22,No,None,No,Yes,No,No,0.640439809
15,Male,Other,High School,9.405924454,18,No,Moderate,No,No,Yes,No,1.39789719
17,Female,African American,High School,0.579934887,12,No,Low,No,No,No,No,1.429180582
17,Female,Asian,Some College,13.79642143,6,No,High,No,Yes,Yes,No,2.934692102
16,Male,Caucasian,Bachelor's,9.636745072,24,No,None,No,No,No,No,0.632826221
16,Male,African American,High School,2.486906349,9,No,Low,Yes,Yes,No,Yes,2.565347318
18,Male,African American,Bachelor's,4.285436186,29,Yes,Moderate,No,Yes,No,No,0.397989397
16,Male,African American,None,1.289813609,9,Yes,Low,No,No,No,No,2.064564303
15,Female,African American,Some College,11.48587079,1,No,Moderate,No,Yes,No,No,3.121119482
15,Male,African American,None,12.44058959,13,Yes,Low,No,Yes,No,No,1.920609663
17,Female,Caucasian,Bachelor's,10.11484597,12,No,Very High,Yes,No,Yes,No,2.329909645
15,Male,Caucasian,Some College,16.34204266,21,Yes,Low,No,Yes,No,No,1.272010108
18,Female,Asian,Some College,17.22017643,28,No,Very High,No,No,No,No,1.066424623
15,Male,Caucasian,Bachelor's,12.31248793,5,No,Moderate,No,No,Yes,No,2.905384066
15,Male,African American,Some College,0.255129594,8,Yes,High,Yes,No,Yes,Yes,2.567031803
18,Female,Caucasian,Higher,13.90459311,12,No,Low,No,No,No,Yes,1.694384385
16,Male,African American,Some College,8.359984338,8,Yes,High,Yes,No,Yes,No,2.801388939
16,Male,Asian,Bachelor's,11.31114966,12,Yes,Moderate,No,No,No,Yes,1.813628891
18,Male,Caucasian,Some College,12.98161204,4,Yes,Moderate,Yes,No,No,No,3.343278194
17,Female,Caucasian,High School,7.004732287,13,No,High,Yes,No,Yes,No,2.184691612
15,Male,Caucasian,Some College,18.3419701,4,No,Moderate,Yes,No,No,No,3.492211997
18,Male,African American,High School,2.679497335,8,No,Moderate,No,No,Yes,No,1.813679554
15,Female,Asian,Some College,13.43023615,7,Yes,None,No,No,Yes,Yes,2.772549372
17,Female,Caucasian,Some College,0.087191599,6,No,Low,No,Yes,No,No,2.440006097
15,Female,Asian,Some College,18.49302211,7,No,Moderate,No,No,No,No,2.868464156
18,Male,Caucasian,None,2.250082665,21,No,None,No,No,No,No,0.516631514
15,Male,Caucasian,High School,1.897684603,2,No,Low,Yes,No,No,No,2.89147847
16,Male,Other,Some College,6.660152661,22,No,Low,No,No,No,No,0.710956982
17,Female,Caucasian,Higher,7.471325721,23,No,Low,No,No,No,No,0.424432895
17,Male,Caucasian,High School,4.286001446,14,Yes,Moderate,Yes,Yes,Yes,No,2.248337588
17,Male,Caucasian,Some College,11.70243322,7,No,Moderate,No,Yes,Yes,No,2.715490936
18,Female,Caucasian,Some College,8.858281961,0,Yes,Very High,Yes,No,No,No,4
17,Female,Caucasian,Some College,0.683511781,6,No,Moderate,Yes,No,No,No,2.676389709
16,Female,Caucasian,High School,6.393041245,18,No,Very High,Yes,No,No,No,1.854700442
18,Female,African American,Some College,16.20865827,1,No,High,Yes,No,No,No,3.548520551
16,Female,Caucasian,High School,13.7940307,13,No,Very High,No,No,Yes,Yes,1.952333649
15,Male,African American,Higher,14.49741707,17,No,High,No,No,No,No,1.849643388
15,Female,Caucasian,High School,13.96233848,29,Yes,High,No,No,No,No,0.875201088
15,Male,Caucasian,High School,6.219460428,14,No,Moderate,No,No,Yes,No,1.79355573
15,Male,African American,None,1.993278442,13,No,Low,No,Yes,Yes,No,1.855666912
16,Female,Other,High School,5.449343681,23,No,Low,Yes,No,No,No,0.551139653
18,Female,Caucasian,Some College,16.635706,24,Yes,Very High,No,Yes,No,No,1.580398636
18,Female,Asian,High School,19.60941596,18,No,Very High,No,No,Yes,Yes,1.874157778
17,Male,African American,None,9.876940295,29,No,High,Yes,No,No,Yes,0.5152394
16,Female,African American,Some College,0.194007098,18,No,High,No,No,No,No,1.331229486
15,Female,African American,None,2.800896243,21,Yes,Very High,No,Yes,No,Yes,1.621772736
16,Female,Caucasian,None,6.441611506,26,No,Moderate,No,Yes,No,Yes,0.384375396
17,Female,Caucasian,Bachelor's,11.57170697,25,No,High,Yes,No,No,No,1.36356155
17,Female,African American,Some College,1.501872916,16,No,Moderate,Yes,No,No,No,1.479668777
16,Male,Caucasian,Bachelor's,18.86714597,21,Yes,Moderate,Yes,No,No,No,1.581203876
16,Male,Other,Bachelor's,7.301673466,27,No,None,No,No,No,No,0
16,Male,Caucasian,Some College,18.25168436,18,Yes,Moderate,Yes,No,No,No,1.886578593
18,Female,Caucasian,None,15.61043606,26,No,High,No,No,No,No,0.863545352
15,Female,Asian,Some College,15.10874545,15,No,Moderate,No,No,No,No,1.488705295
16,Female,Caucasian,Bachelor's,12.1343916,19,No,High,No,No,No,Yes,1.472900493
16,Male,African American,Some College,12.53567634,24,Yes,Moderate,No,No,Yes,No,1.344085718
16,Female,African American,Some College,12.7600647,18,No,Low,No,No,No,No,1.364736911
17,Female,Other,High School,12.57442774,0,Yes,High,Yes,No,No,No,3.830205375
17,Female,Asian,Bachelor's,11.07456463,18,No,High,No,No,No,No,1.597365745
18,Male,African American,Some College,19.72828037,6,Yes,Low,No,Yes,Yes,No,3.320316974
15,Female,African American,Higher,14.64581135,28,No,Moderate,No,No,No,No,0.648705395
18,Male,Other,High School,15.53892777,22,No,Moderate,No,No,No,No,1.01826465
15,Female,Caucasian,High School,17.4492563,10,No,Very High,No,No,No,Yes,2.4407699
17,Male,Caucasian,High School,4.312795255,4,No,High,Yes,Yes,No,No,3.152519371
17,Male,Caucasian,Some College,1.676083182,29,No,Low,Yes,No,No,No,0.217042011
17,Male,Caucasian,High School,9.657888732,16,No,Moderate,Yes,Yes,No,No,1.811622381
18,Female,African American,None,10.28161391,10,No,High,Yes,No,No,No,2.777966932
16,Female,African American,Higher,16.5836356,23,No,High,No,No,No,Yes,1.223828265
16,Male,African American,None,8.875671586,25,No,High,Yes,No,No,No,1.101939932
17,Male,Caucasian,Bachelor's,11.41706051,7,No,Low,No,No,No,No,2.06017205
16,Female,Asian,High School,10.54141877,9,No,High,No,No,No,No,2.524422658
16,Female,Caucasian,Bachelor's,0.764055675,11,No,High,No,No,No,No,1.966514042
18,Male,African American,Some College,12.30429793,9,No,High,No,No,No,No,2.841519002
15,Female,African American,Bachelor's,16.56086572,12,No,Moderate,No,No,No,No,2.200020267
17,Female,Caucasian,Bachelor's,3.150010962,25,Yes,High,No,No,No,No,0.925269361
17,Female,Caucasian,None,11.88663468,17,Yes,High,No,No,Yes,No,1.842584135
18,Female,Caucasian,None,11.87221089,9,No,High,Yes,No,No,No,2.669640829
18,Male,Asian,High School,3.283699281,18,No,Moderate,No,No,No,No,1.32766643
16,Female,Other,Some College,2.469271475,19,No,Low,No,No,No,Yes,0.754750671
17,Female,African American,Bachelor's,19.60103886,16,No,Moderate,Yes,No,No,Yes,1.845656784
15,Male,Caucasian,Some College,7.874383393,19,No,Moderate,No,No,No,No,1.537989779
18,Male,Caucasian,Some College,4.548434574,15,No,Moderate,Yes,No,No,No,1.580926627
15,Female,Asian,High School,3.426490889,4,No,Moderate,Yes,No,No,No,2.883799715
15,Female,Asian,Bachelor's,13.35203427,2,No,Moderate,No,No,Yes,No,3.054990811
17,Female,Caucasian,Higher,12.18890595,29,No,High,No,No,No,No,0.328085704
17,Female,Caucasian,High School,12.87104246,26,No,Low,No,Yes,No,No,0.611569306
18,Male,Asian,Some College,1.76012055,14,No,Moderate,No,No,No,No,1.567412438
17,Male,Caucasian,None,17.87069167,25,No,High,No,No,No,No,1.219747245
17,Male,Caucasian,Some College,7.785327936,1,No,Moderate,No,Yes,No,Yes,3.021398881
17,Female,Caucasian,Some College,6.267388129,12,Yes,Moderate,No,No,No,Yes,2.262147696
15,Female,African American,High School,9.247228945,21,Yes,Moderate,No,Yes,No,No,1.455085453
